id,clinical_case,cc_question_number,question,answer,medical_subject,question_type,sans_signal_gravite
3989,"Monsieur D. 45 ans consulte pour une obstruction nasale gauche avec une rhinorrhée purulente homolatérale et des céphalées.ATCD : appendicectomie, fracture de jambe.Cette obstruction nasale existe depuis plusieurs mois, avec des épisodes de céphalées identiques.",1,Quel est votre examen ORL?,"Interrogatoire 
Rhinoscopie antérieure  
Examen CB ou percussion dentaire.
Palpation sus et sous orbitaire ou palpation faciale  
Température ou Palpation cervicale 
Recherche de complications: 
- Examen neurologique (recherche de complications méningées) 
- ou Examen de l'œil: mobilité oculaire, BAV, mydriase 

L'examen retrouve une douleur à la pression sous-orbitaire et du pus au méat moyen.",Otorhinolaryngology (ENT),Understanding,True
1114,"Une jeune fille de 11 ans consulte pour une dyspnée d’effort progressivement croissante. A l’examen, vous notez une hyperpulsatilité, une pression artérielle à 135/35 mm Hg. L’auscultation note un souffle systolique 4/6ème rude sur l’ensemble du précordium associé à un souffle diastolique 3/6ème au foyer aortique. ",1,Quel est votre diagnostic ?,Syndrome de Pezzi-Laubry (CIV + Insuffisance aortique),Pediatric Cardiology,Reasoning,True
1253,"Un garçon de 4 mois est examiné pour un souffle. Il a une myocardiopathie hypertrophique avec une discrète obstruction sous aortique. Il est hypotonique avec une viscéromégalie, une hypertrophie ventriculaire gauche électrique considérable et une préexcitation.",1,Quelle étiologie évoquez-vous?,maladie de Pompe,Pediatric Cardiology,Understanding,True
1219,"A la naissance, l’examen clinique est normal en dehors d’un souffle systolique éjectionnel 1/6ème. L’échocardiographie montre un CAV partiel avec une voie sous aortique de 4,5 mm, un anneau aortique de 6 mm (N=8 mm) et une crosse aortique hypoplasique. Au Doppler couleur, vous voyez que la crosse aortique est perfusée de façon rétrograde jusqu’au tronc artériel brachiocéphalique par le canal artériel.",2,Qu’en concluez-vous ?,que le ventricule gauche n’assure pas le débit systémique,Pediatric Cardiology,Reasoning,True
584,"Une jeune femme de 29 ans a eu une intervention de Mustard pour une transposition des gros vaisseaux. Elle n’a aucun symptôme cardiaque. L’examen est normal en dehors d’un souffle de régurgitation à la pointe. L’ECG montre une défaillance sinusale modérée. La radiographie de thorax montre une cardiomégalie avec un rapport cardio- thoracique à 0,65. En échographie, le ventricule droit est dilaté, modérément hypokinétique et la valve tricuspide fuit de façon moyenne.",1,Quelle contraception lui proposez-vous?,Préservatif ou progestatifs,Pediatric Cardiology,Reasoning,True
3304,"Monsieur X. 54 ans, grand fumeur à 40 paquets/année non sevré, est hypertendu depuis 4ans . Il est traité par metoprolol 100 mg /jour ( bêta bloquant )Sa BPCO, connue depuis 5 ans, ne se manifeste que par deux épisodes infectieux bronchiques par an et ne comporte pas de traitement particulier entre ces infections.
Son médecin traitant souhaite avoir un avis cardiologique car sa pression artérielle reste élevée à 3 consultations successives ( # 1 : 152/88 mm Hg , # 2 : 156/86 mm Hg , # 3 : 146/80 mm Hg ) Il n’a aucune plainte fonctionnelle et son examen clinique est normal.",1,Quel est le bilan de son hypertension artérielle ?,"- Urée, Créatinine, Kaliémie 
- Glycémie à jeun, LDL, HDL, Cholestérol total 
- Bandelette urinaire (si + protéinurie des 24 h ) 
- ECG",Cardiology,Reasoning,True
4730,"Mme Y., 72 ans, 55 kg, est hospitalisée pour une altération de l’état général suite à une décompensation respiratoire liée à une infection par Pseudomonas aeruginosa.

ANTECEDENTS MEDICAUX :
-  Asthme depuis 30 ans.
-  Allergie à l’aspirine.
-  Ostéoporose.

BILAN :
-  Pl Na : 142 mmol/L
-  Pl K : 3,6 mmol/L
-  Pl Créatinine : 150 μmol/L

-  SgA pO2 : 74mmHg
-  SgA pCO2 : 60mmHg
-  SgA pH : 7,41

-  NFS :
Sg Leucocytes : 6,1 G/L
Sg Hémoglobine : 134 g/L
Sg Hématocrite : 0,38
Sg Thrombocytes : 245 G/L

-  Clairance de la créatinine : 53 mL/min
-  Débit respiratoire de pointe : < 60 % des valeurs normales

TRAITEMENT :
-  ATROVENT® (ipratropium) 0,5 mg/2 ml : 3 aérosols/j
-  CIFLOX® (ciprofloxacine) 500 mg : 1 cp matin et soir
-  DIDRONEL® (étidronate) 200 mg : 2 cp au déjeuner
-  IDEOS® (calcium + vit.D) : 1 cp au déjeuner
-  MOPRAL® (oméprazole) 20 mg : 1 gélule le soir
-  SOLUPRED® (prednisolone) 20 mg : 2 cps le matin
-  FORTUM® (ceftazidime)1ginj : 1 flacon à 00h, 08h et 16h
-  TEMESTA® (lorazépam) 1 mg : 1 cp au coucher
-  VENTOLINE® (salbutamol) 2.5 mg/2.5 ml : 3 aérosols/j.",2,Pour quelle(s) raison(s) l’association FORTUM® et CIFLOX® a été préférée à l’association FORTUM® et AMIKLIN® (amikacine) chez cette patiente ?,"-  L’amikacine est un aminoside qui est néphrotoxique et éliminé sous forme inchangée dans les urines. Lors d’insuffisance rénale (cas de Mme Y), l’utilisation de l’amikacine est déconseillée.
-  Les aminosides ont une mauvaise diffusion au niveau des voies respiratoires (- les résultats de l’antibiogramme ont peut-être influencé ce choix).",Pharmacy,Reasoning,True
1254,"Un garçon de 4 mois est examiné pour un souffle. Il a une myocardiopathie hypertrophique avec une discrète obstruction sous aortique. Son père a une myocardiopathie hypertrophique, deux de ses tantes sont décédées subitement à 17 et 29 ans.",1,Quelle étiologie évoquez-vous?,MCH familiale dominante par mutations dans les protéines sarcomériques,Pediatric Cardiology,Understanding,True
199,"Un enfant atteint d’hyperplasie congénitale des surrénales, maladie autosomique récessive, a été génotypé par séquençage. Deux mutations ont été identifiées: la mutation récurrente Gly110fs (délétion de 8 paires de bases) et une mutation rare non-sens p.Tyr94X.",1,Cet enfant est-il double hétérozygote ou hétérozygote composite ? Quelle est la réponse la plus probable ? Justifiez votre réponse.,"Cet enfant est probablement un hétérozygote composite et est porteur de gènes iso-actifs (mutations différentes d’un même gène entraînant le même phénotype).
 En effet, on est dans le cas d'une maladie autosomique récessive où les deux variants du même gène doivent être mutés pour induire un phénotype atteint. 
 Il possède deux mutations différentes d'un même gène entraînant le phénotype ""hyperplasie congénitale des surrénales"". ",Genetics,Reasoning,True
587,"Un adolescent de 16 ans a eu à l’âge de 5 ans une dérivation cavopulmonaire totale pour un cœur univentriculaire (atrésie mitrale, malposition vasculaire et atrésie pulmonaire). Il consulte pour des œdèmes des membres inférieurs et une prise de poids rapide de 8 kg. L’échographie montre une bonne fonction du ventricule unique et une valve tricuspide compétente. Il n’y a pas d’augmentation anormale des pressions de remplissage avec une dépression inspiratoire correcte de la veine cave inférieure et des veines jugulaires plates en position demi-assise.",1,Quelle complication redoutez-vous ?,entéropathie exsudative,Pediatric Cardiology,Reasoning,True
1188,"Une jeune femme de 23 ans, enceinte de 22 semaines, consulte pour un avis. Elle vous informe qu’elle a un syndrome du QT long comme plusieurs membres de sa famille. Elle n’a eu que deux syncopes dans l’enfance et depuis qu’elle reçoit un traitement bétabloquant, il ne lui est plus rien arrivé. Elle a sur elle un résultat de diagnostic moléculaire signalant quelle a une mutation dans le gène HERG à l’état hétérozygote.",1,Quel est le risque que son fœtus soit porteur de la même mutation ?,1/2,Pediatric Cardiology,Understanding,True
444,Un enfant de 6 ans a un ventricule unique avec atrésie pulmonaire pallié par une dérivation cavobipulmonaire subtotale.,1,Que signifie ce terme?,Anastomose cavopulmonaire avec toutes les veines cave sauf les veines sus-hépatiques car retour azygos,Pediatric Cardiology,Understanding,True
64,Vous voyez en consultation un nourrisson de 9 mois. C’est le quatrième enfant d’un couple non consanguin. Les 3 frères et sœurs sont bien portants et il n’y a pas d’antécédents familiaux de surdité. Les parents se demandent s’il entend bien.,1,Quelle question posez-vous aux parents pour apprécier si le langage se développe normalement pour l’âge ?,"Réaction aux bruits familiers, à la voix
 Redoublement des syllabes, réponse au prénom",Otorhinolaryngology (ENT),Reasoning,True
639,"Vous accueillez après un diagnostic prénatal un nouveau-né ayant une transposition simple des gros vaisseaux. L’échographie montre un shunt gauche-droite au travers du foramen ovale. Le foramen ovale étant large, l’enfant n’a pas d’atrioseptotomie de Rashkind. Quelques jours après, une nouvelle échographie montre un canal artériel fermé. Vous voyez toujours un shunt gauche-droite exclusif au travers du foramen ovale. Il bénéficie d’un switch artériel avec des suites simples. La distribution coronaire était normale.",3,Citez les deux principales complications tardives dont vous informez les parents.,"Sténose et occlusion coronaire
 Rétrécissement supravalvulaire pulmonaire",Pediatric Cardiology,Understanding,True
1208,Un enfant de 12 ans a eu une réparation complète d’atrésie pulmonaire avec CIV à l’aide d’un tube valvé de 14 mm à l’âge de 3 ans. Il va bien mais la pression dans le ventricule droit est à 125 mm Hg pour une pression aortique à 100 mm Hg.,1,Quel traitement proposez-vous si les branches pulmonaires sont normales ainsi que la pression pulmonaire au delà du tube ?,ouverture VD-AP sans valve,Pediatric Cardiology,Reasoning,True
4914,"Mme X., 39 ans, vient vous consulter car le résultat de son frottis cervico-vaginal l'inquiète : il indique « classe 3 de Bethesda ». Elle n'a aucun antécédent notable. L'examen général et gynécologique est normal. Il s'agit bien d'un frottis de classe 3. Le diagnostic anatomopathologique est « carcinome micro-invasif ».",4,Que cela signifie-t-il ? Quel est le traitement ?,"La zone de lésion dépasse la membrane basale : envahissement de moins de 5 mm en profondeur, 7 mm en surface. On effectue une conisation au bistouri froid sous anesthésie générale au bloc opératoire après réalisation d'un bilan préopératoire, envoi de la pièce de conisation pour examen anatomopathologique.",Gynecology and Obstetrics,Understanding,True
2189,"L'enfant T., 7 mois, présente depuis 12 heures des vomissements, une fièvre à 38 °C et une diarrhée profuse. A son admission en pédiatrie, le diagnostic de gastro-entérite à rotavirus est posé.
 Les résultats du bilan biologique sont les suivants :
 Pl Sodium : 141 mmol/L
 Pl Potassium : 2,9 mmol/L 
 Pl Chlorure : 103 mmol/L 
 Pl Bicarbonate : 26 mmol/L 
 Se Protéines : 83 g/L
 Pl Glucose : 5,3 mmol/L.",1,"Interpréter les résultats biologiques, en se référant aux valeurs biologiques usuelles de l'adulte, qui seront précisées pour chaque paramètre.","Le bilan biologique montre :
 - une augmentation de la concentration en protéines sériques (valeurs usuelles 65 - 80 g/L) du fait de la déshydratation extracellulaire causée par les vomissements et la diarrhée.
 - une hypokaliémie (valeurs usuelles 3,5 - 4,5 mmol/L) pouvant être expliquée par des pertes digestives de potassium liées aux diarrhées.
 - le reste du bilan biologique normal :
 Valeurs usuelles : glucose (3,9 - 5,5 mmol/L), bicarbonate (23 - 27 mmol/L), sodium (135 - 145 mmol/L), chlorure (95 - 105 mmol/L)",Pharmacy,Reasoning,True
952,Vous examinez un nouveau-né prématuré de 32 semaines ventilé pour une souffrance périnatale. Le canal artériel est ouvert. Vous donnez du NO°.,2,Quel signe échographique confirmera que les résistances vasculaires pulmonaires sont devenues infra-systémiques?,Shunt gauche droite diastolique par le canal artériel,Pediatric Cardiology,Understanding,True
2552,"Quentin B., 17 ans, présente depuis un mois des épisodes diarrhéiques accompagnés de douleurs épigastriques. Il est asthénique et perd l’appétit . Il consulte un médecin. L’examen clinique ne révèle rien de particulier en dehors de l’asthénie et d’une légère perte de poids. Le médecin prescrit un hémogramme et un examen Bactériologique et parasitologique des selles.
 Résultat de l’hémogramme :
 - Sg Erythrocytes : 5,1 T/L
 - Sg Leucocytes :  7,9 G/L
 Polynucléaires neutrophiles : 0,60
 Polynucléaires éosinophiles : 0,12
 Polynucléaires basophiles : <0,01
 Lymphocytes : 0,25
 Monocytes : 0,03
 Examen Bactériologique des selles : normal Examen parasitologique des selles :
 - Absence d’éléments parasitaires
 * à l’examen macroscopique
 * à l’examen microscopique (direct, après coloration et technique de concentration) : Présence de très nombreux cristaux de Charcot-Leyden
 A la lecture des résultats, le clinicien suspecte une helminthiase en phase d’invasion. L’interrogatoire du patient ne révèle aucun voyage hors de la France métropolitaine mais un goût prononcé pour la viande de bœuf crue ou très peu cuite.",1,Un seul examen parasitologique des selles négatif est-il suffisant pour conclure à l’absence d’helminthes intestinaux ? Commenter la réponse.,"Non. L’examen parasitologique des selles peut être en défaut dans plusieurs cas :
 - Comme c’est le cas ici, parce que l’helminthe est immature (hyperéosinophilie sanguine, présence de cristaux de Charcot-Leyden dans les selles)
 - Lors des périodes coprologiquement muettes (7 à 10 jours) avec émission discontinue des divers stades parasitaires
 - En cas de pauci-infestation par des vers mâles
 - Quand les formes de dissémination ne sont pas mêlées au bol fécal (oxyure, Taenia)",Pharmacy,Reasoning,True
1281,"Au cours d’une échographie fœtale, le diagnostic de tachycardie fœtale est fait. La fréquence ventriculaire est à 200/mn, les oreillettes battent à 400/mn. ",1,Quel diagnostic faites-vous ?,Flutter auriculaire 2/1,Pediatric Cardiology,Understanding,True
586,Une jeune fille de 14 ans consulte pour une dyspnée d’effort progressivement croissante. Elle a comme antécédent principal un neuroblastome traité à l’âge de 3 ans par une chimiothérapie. L’échocardiographie montre une myocardiopathie dilatée hypokinétique à parois minces avec des troubles de la relaxation des deux ventricules.,1,Quelle est l’étiologie la plus probable de cette myocardiopathie ?,toxicité des anthracyclines,Pediatric Cardiology,Understanding,True
3894,"Monsieur J. P., 52 ans, vous est adressé pour prise de poids de 8 kg et syndrome œdémateux des membres inférieurs. Ce cultivateur a comme principaux antécédents une appendicectomie dans l’enfance, une cardiopathie ischémique traitée médicalement (pas de revascularisation), une dyslipidémie mixte et un tabagisme sevré. Son traitement associe kardegic®  75 mg (acetylsalicylate de lysine) par jour, Simvastatine 20 mg par jour et Aténolol 50 mg par jour. Les oedèmes des membres inférieurs sont apparus progressivement sur 3 semaines, le patient n’a aucune autre plainte.Examen clinique :- Apyrexie - Poids 87 kg – Taille 174 cm- PA 160/105 mm Hg – FC 68/min- Oedèmes des membres inférieurs jusqu’à mi-cuisse, indolores, blancs, prenant le godet- Cœur régulier, pas de souffle systolique ni de frottement- Auscultation pulmonaire normale- Abdomen non douloureux, pas d’hépatomégalie, toucher rectal normalLe patient est hospitalisé et les résultats des premiers examens biologiques sont les suivants :Na+ : 139 mmol/LK+ : 4,9 mmol/LCl- : 96 mmol/LHCO3- : 24 mmol/LUrée : 6 mmol/LCréatinine : 92 µmol/LGlycémie : 4,8 mmol/LProtides totaux : 49 g/LAlbuminémie : 21 g/LCholesterol total : 3,10 g/L (8 mmol/L)Triglycerides : 2,90 g/L  (3,3 mmol/L)CPK : 124 UI/mlGB : 8000/mm3Hb : 13,8 g/dlPlaquettes : 212000/mm3bandelette urinaire :Protéinurie : +++Leucocytes : -Hématies : +Échographie : deux reins de taille normale, sans anomalie des voies excrétrices.",1,Quelle est la cause de ce syndrome oedémateux ?,"Il s’agit d’un syndrome néphrotique  :
- Protéinurie abondante +++ ( > 3 g/24 h) 
- Protidémie < 60 g/L 
- Hypoalbuminémie < 30 g/L 
Le syndrome néphrotique est impur  (hématurie microscopique ± hypertension artérielle, la fonction rénale est normale, 90 à 95 ml/min)",Nephro-Urology,Reasoning,True
4989,"Mme X., secrétaire, âgée de 33 ans, vous est adressée par son gynécologue car il n'a pu pratiquer d'examen gynécologique en raison de contractions vaginales intenses. Son mari et elle ont eu un enfant il y a deux ans et depuis ils n'ont plus eu de rapport car elle repousse ses avances. Ils aimeraient bien avoir un deuxième enfant mais son mari ne peut même pas introduire son petit doigt dans son vagin tellement il est contracté. Ils sont mariés depuis huit ans. Les spasmes ont commencé à son mariage et ils n'ont pas eu de rapport pendant un an. Ensuite ils ont eu quelques rapports pendant lesquels elle a ressenti de rares orgasmes, cela a duré cinq ans mais Mme X. avoue que la pénétration est plus source d'angoisse que de plaisir. Vous notez dans ses antécédents qu'elle a une endométriose chronique qui lui a probablement valu d'attendre 5 ans pour être enceinte, grossesse pendant laquelle elle a dû prendre des œstrogènes (en rapport avec l'endométriose) et elle pense d'ailleurs que c'est à cause de cela qu'elle a accouché prématurément et d'ailleurs elle s'en veut beaucoup et a peur d'être à nouveau enceinte. Elle est issue d'une famille très religieuse dans laquelle le sujet de la sexualité n'était jamais abordé, que tout ce qui s'y rattache était considéré comme mal et source pour elle de culpabilité. Elle est incapable de situer son clitoris sur le schéma de son sexe que vous lui avez demandé de faire et n'a entendu parler de masturbation et de fellation que très récemment et elle trouve tout ceci extrêmement répugnant. Depuis son enfance elle a toujours eu très peur que l'eau du bain ne rentre dans son vagin et ne l'infecte et a toujours eu des rêves où des grands objets pénètrent dans son corps.",1,Quel est précisément votre diagnostic syndromique ?,Le principal diagnostic de Mme X. est un vaginisme exclusivement psychogène et acquis.,Gynecology and Obstetrics,Reasoning,True
1080,"Vous examinez à 3 jours de vie un enfant pour un souffle systolique. L'échographie montre une CIV périmembraneuse isolée de 6 mm shuntant de gauche à droite. La vélocité du flux Doppler au travers de cette CIV est de 1,2 m/s. Les cavités gauches sont normales. Vous revoyez cet enfant 6 semaines plus tard en consultation. Il a pris 300g depuis sa naissance et s'alimente difficilement. Le foie est gros. Le souffle reste peu intense. La radiographie de thorax montre une cardiomégalie franche et des poumons surchargés. Vous hospitalisez ce nourrisson et les examens biologiques montrent une hémoglobine à 100g/L. Vous décidez de transfuser cet enfant.",3,Quel paramètre souhaitez-vous modifier par cette manœuvre? Quelle en sera la conséquence en terme hémodynamique?,"Augmenter la viscosité
 Augmenter les résistances pulmonaires selon la Loi de Poiseuille",Pediatric Cardiology,Reasoning,True
637,Vous accueillez après un diagnostic prénatal un nouveau-né ayant une transposition simple des gros vaisseaux. L’échographie montre un shunt gauche-droite au travers du foramen ovale.,1,Le canal artériel est-il ouvert ?,Oui,Pediatric Cardiology,Reasoning,True
1729,"Une femme de 64 ans, veuve depuis un an, ménopausée à 52, est mère de 2 enfants de 40 et 27 ans. Sa mère, atteinte d'un DNID est décédée à 78 ans d'un infarctus du myocarde.
 La malade consulte pour un intertigo (inflammation de la peau au niveau des plis) sous-mammaire et inguinal bilatéral. Elle pèse 80 kg pour 1,65 m et présente une obésité de type androïde. La malade dit faire des efforts pour perdre du poids qui s'est accru régulièrement depuis sa dernière maternité et qui a augmenté de 8 kg au cours des 3 dernières années. Depuis 6 mois environ, elle se plaint d'une asthénie physique et psychique inhabituelle, mais ne présente pas de syndrôme dépressif vrai. Elle ne fume pas mais peut boire de l'alcool à l'excès quand l'occasion se présente.
 L'examen clinique ne révèle aucune autre anomalie que les lésions cutanées et une HTA modérée, chiffrée à 150/100 mmHg, mesurée dans des conditions correctes de détermination. Le bilan biologique effectué le lendemain est le suivant :
 Pl Glycémie à jeun 8,60 mmol/L
 Pl Glycémie post-prandiale 12,76 mmol/L (N : 11,1 mmol/L)
 Se Cholestérol total 6,70 mmol/L
 Se Triglycérides 3,65 mmol/L
 L'aspect du sérum n'est pas précisé 
 Pl Créatinine 130 μmol/L
 Les enzymes hépatiques, l'hémogramme et l'exploration thyroïdienne sont normaux, de même que l'examen des urines, à l'exception d'une discrète cétonurie au moment de la consultation, alors que la malade était à jeun depuis la veille pour les examens sanguins.
 Le diagnostic retenu est celui de DNID.",1,"Dans cette observation, quels sont les arguments cliniques et biologiques permettant de porter le diagnostic de DNID ? La cétonurie observée est-elle un argument diagnostique ?","Âge mûr, période post-ménopausique. antécédent maternel de DNID. caractère modéré des anomalies glycémiques, surcharge pondérale ancienne récemment majorée.
 L'asthénie d'apparition récente pourrait faire évoquer une insulinodépendance. mais elle peut aussi s'expliquer par l'hypertriglycéridémie la surcharge pondérale et/ou par le veuvage récent.
 La cétonurie discrète constatée à jeun doit être ici considérée comme une cétonurie de jeûne et non comme un paramètre d'insulinodépendance: la cétonurie révélatrice d'un risque d'acido-cétose est toujours franche.",Pharmacy,Reasoning,True
728,"Un jeune couple attend son premier enfant. L’échographie morphologique du deuxième trimestre de la grossesse note une asymétrie des ventricules aux dépends du ventricule gauche. Une première expertise échocardiographique fœtale conclut à une asymétrie modérée (VG=0,6VD). La naissance a eu lieu à terme. L’examen clinique est normal. L’échocardiographie montre un anneau mitral de 7 mm pour une anneau tricuspide de 14 mm. L’anneau aortique mesure 5,5 mm et l’anneau pulmonaire 12 mm.",4,Quel est le risque dans les jours suivants la naissance ?,Coarctation,Pediatric Cardiology,Reasoning,True
2735,"Un enfant de 15 mois est adressé en consultation pour hématomes fréquents depuis qu’il commence à marcher. Son grand père maternel est décédé de complications hémorragiques après sa chute d’une échelle, la mère en revanche a déjà été opérée des amygdales sans problème dans son enfance.
 Après avoir effectué un prélèvement correct, le bilan d’hémostase donne les résultats suivants :
 Temps de saignement (IVY) : 4 min 30
 Plaquettes : 360 G/L
 Temps de céphaline activée : 150 s (témoin : 32 s)
 Taux de prothrombine : 0,84
 Fibrinogène : 2,1 g/L
 Temps de thrombine : 18 s (témoin 16 s)",1,Commentez les résultats biologiques.,Le bilan met en évidence un allongement isolé du temps de céphaline activée. Il s'agit donc d'une anomalie se situant au niveau de la voie intrinsèque.,Pharmacy,Reasoning,True
1238,"Un nouveau-né est hospitalisé pour insuffisance cardiaque due à une sténose aortique serrée. Le ventricule gauche est dilaté, hypokinétique avec un aspect nacré des piliers mitraux. Le traitement néonatal a été un succès. Quatre ans plus tard, la sténose aortique s’est reconstituée avec un gradient maximum de 100 mm Hg (moyen 55 mm Hg), il s’y associe une fuite 2/4 avec un ventricule gauche modérément dilaté, hypertrophique, hyperkinétique. La valve aortique est monocuspide et l’anneau est hypoplasique (9 mm).",2,Vous décidez un remplacement valvulaire. Quelle technique proposez-vous ?,intervention de Konno-Ross (autogreffe pulmonaire),Pediatric Cardiology,Reasoning,True
3662,"Mlle X vient de passer un concours qui lui a nécessité deux ans de préparation intensive. Ces résultats lui ont permis de choisir une vie harmonieuse et un avenir professionnel lui permettant enfin de se prendre du temps. Malheureusement, elle a dû pour cela, partir dans une autre région. Elle décide alors de refaire du sport, afin de recommencer une activité physique et de pouvoir rencontrer des amis dans sa nouvelle ville. Son dévolu est jeté sur le canoë/kayak qui lui permettrait une activité de plein air et un important sentiment de liberté. 
Elle vient évidemment vous consulter pour un certificat d’aptitude à la pratique sportive.",1,Quels sont les éléments décisifs de votre consultation ?,"- Interrogatoire général à la recherche de risque à la pratique d’un sport  
en zone « sauvage »: diabète, épilepsie…
- Interrogatoire des FdR cardio-vasculaires personnels et familiaux 
- Examen cardio-vasculaire et neurologique standard 
- Conseils hygiéno-diététique 
Vaccination tétanique +++",Occupational Medicine,Reasoning,True
